,Entity,Code,Year,Electricity from coal (TWh),Electricity from gas (TWh),Electricity from nuclear (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Electricity from oil (TWh),Electricity from wind (TWh),Electricity from bioenergy (TWh),Other renewables excluding bioenergy (TWh),Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Annual CO2 emissions,Value
0,Africa,,1965,,,,,,,,,,0.0,0.0,0.0,0.0,41.118813,0.0,9.543755,323.49612,341.26276,213784600.0,
1,Africa,,1966,,,,,,,,,,0.0,0.0,0.0,0.0,45.862915,0.0,10.669916,323.1222,369.48657,221261600.0,
2,Africa,,1967,,,,,,,,,,0.0,0.0,0.0,0.0,47.875538,0.0,10.54567,330.29156,368.12524,237257680.0,
3,Africa,,1968,,,,,,,,,,0.0,0.0,0.0,0.0,56.000473,0.0,10.68897,343.5129,389.19986,257600220.0,
4,Africa,,1969,,,,,,,,,,0.0,0.0,0.0,0.0,65.3521,0.0,12.492,346.64294,396.92285,278139500.0,
5,Africa,,1970,,,,,,,,,,0.0,0.0,0.0,0.0,81.70288,0.0,15.520325,360.7569,433.7723,302942700.0,
6,Africa,,1971,,,,,,,,,,0.164,0.0,0.0,0.0,76.92132,0.0,18.405264,383.01233,473.56543,332203940.0,
7,Africa,,1972,,,,,,,,,,0.165,0.0,0.0,0.0,87.62504,0.0,24.670656,384.21082,510.67264,352238850.0,
8,Africa,,1973,,,,,,,,,,0.17,0.0,0.0,0.0,92.68892,0.0,39.551792,408.91034,549.7197,378421020.0,
9,Africa,,1974,,,,,,,,,,0.175,0.0,0.0,0.0,105.467155,0.0,44.518486,425.6462,567.7997,388864800.0,
10,Africa,,1975,,,,,,,,,,0.172,0.0,0.0,0.0,111.53163,0.0,53.63838,451.0805,596.40466,387828830.0,
11,Africa,,1976,,,,,,,,,,0.185,0.0,0.0,0.0,123.59515,0.0,60.98139,481.07416,652.58044,420856770.0,
12,Africa,,1977,,,,,,,,,,0.189,0.0,0.0,0.0,135.81087,0.0,68.23419,491.69846,695.1663,433844580.0,
13,Africa,,1978,,,,,,,,,,0.195,0.0,0.0,0.0,136.92912,0.0,97.3699,477.81558,732.181,463266720.0,
14,Africa,,1979,,,,,,,,,,0.201,0.0,0.0,0.0,146.56386,0.0,148.84282,507.24698,770.9386,499991800.0,
15,Africa,,1980,,,,,,,,,,0.207,0.0,0.0,0.0,142.85742,0.0,186.91399,543.55707,817.23883,536490200.0,
16,Africa,,1981,,,,,,,,,,0.218,0.0,0.0,0.0,148.41989,0.0,228.49117,635.79877,883.8619,549365200.0,
17,Africa,,1982,,,,,,,,,,0.236,0.0,0.0,0.0,148.4593,0.0,246.73355,701.1759,925.22723,572576960.0,
18,Africa,,1983,,,,,,,,,,0.23,0.0,0.0,0.0,133.79536,0.0,271.27533,713.24603,964.55225,595413200.0,
19,Africa,,1984,,,,,,,,,,0.234,0.0,0.0,0.0,131.55637,11.137246,259.90277,762.8978,981.7521,650254140.0,
20,Africa,,1985,139.51434,27.9265,5.315,49.449684,0.0,34.29558,0.0,,,0.269,0.0,0.0,0.0,146.2222,15.081392,278.84274,787.1659,1007.09186,666655200.0,
21,Africa,,1986,142.07826,28.348999,8.803,51.14537,0.0,37.18415,0.0,,,0.659,0.0,0.0,0.0,151.23631,24.978643,313.2712,805.3561,988.59314,690670600.0,
22,Africa,,1987,152.22748,31.584,6.167,49.05646,0.0,38.68359,0.0,,,0.658,0.0,0.0,0.0,145.05942,17.498955,323.38437,828.3197,1042.0686,690763200.0,
23,Africa,,1988,152.44873,34.0095,10.493,53.593452,0.0,42.612885,0.0,,,0.626,0.0,0.0,0.0,158.47528,29.774044,358.44455,890.16077,1086.2682,726006600.0,
24,Africa,,1989,157.21063,36.939003,11.099,56.27621,0.0,43.337883,0.0,,,0.617,0.0,0.0,0.0,166.40816,31.493578,371.47104,835.62085,1123.9265,699179460.0,
25,Africa,,1990,164.67352,42.646,8.449,57.254658,0.0,43.006622,0.0,,,0.796,0.0,0.0,0.0,169.3014,23.974163,398.6454,877.6783,1142.4028,659297200.0,
26,Africa,,1991,164.78598,45.6115,9.144,60.65149,0.0,42.08662,0.0,,,0.812,0.0,0.0,0.0,179.34581,25.946238,401.6356,853.76215,1148.7052,688953700.0,
27,Africa,,1992,165.42041,50.544502,9.288,57.86029,0.0,42.629593,0.0,,,0.84225,0.0,0.0,0.0,171.09227,26.35484,421.27026,858.8312,1170.5247,668606100.0,
28,Africa,,1993,175.95685,55.1335,7.255,56.682507,0.0,41.805573,0.002,,,0.9377,0.0,0.0,0.0059166667,167.60956,20.58617,412.64398,871.7139,1180.0767,708741060.0,
29,Africa,,1994,179.79367,62.1015,9.697,57.59605,0.0,39.824577,0.0054,,,0.835,0.0,0.0,0.015972223,170.3109,27.515383,431.82794,894.4478,1221.8848,719465300.0,
30,Africa,,1995,186.88583,66.313995,11.301,59.76888,0.0,36.182175,0.0063,,,1.0187,0.0,0.0,0.018638888,176.73593,32.066753,461.2435,922.47125,1266.7817,771882300.0,
31,Africa,,1996,197.29121,69.9915,11.775,62.31646,0.0,37.368664,0.0071,,,1.258093,0.0,0.0,0.021,184.2691,33.41174,484.19177,935.2283,1293.9713,783331900.0,
32,Africa,,1997,206.04503,75.8445,12.647,63.852497,0.0,38.574566,0.0072,,,1.3866404,0.0,0.0,0.021277778,188.81114,35.88605,474.47552,959.0191,1332.2731,812606300.0,
33,Africa,,1998,201.69763,77.3305,13.601,66.654884,0.0,43.09648,0.0076,,,1.7125492,0.0,0.0,0.022472221,197.0978,38.59304,499.33698,937.03894,1363.5087,837844000.0,
34,Africa,,1999,199.79572,86.0905,12.837,70.68426,0.0,44.9236,0.0198,,,1.6961248,0.0,0.0,0.058539443,209.0126,36.42518,504.01962,966.0107,1414.5602,830411140.0,
35,Africa,,2000,194.59,101.37,13.01,74.520004,0.0,34.29,0.23,2.09,0.43,2.2690632,0.0,0.03531389,0.5189514,222.53064,36.91607,556.8224,963.7306,1420.3865,886403400.0,
36,Africa,,2001,199.2,108.43,10.72,81.22,0.0,34.68,0.46,2.07,0.48,2.3353527,0.0,0.043955833,1.2208859,237.57632,30.21782,634.63617,975.9263,1432.6643,883999940.0,
37,Africa,,2002,205.12999,125.87,11.99,83.409996,0.02,33.03,0.43,2.06,0.39,2.2864,0.0,0.04904361,1.2947481,248.17819,33.585613,670.6054,934.4216,1479.1665,892558700.0,
38,Africa,,2003,219.95,133.56,12.66,81.68,0.02,34.05,0.61,1.92,0.79,2.6224,0.0,0.05815889,1.5532919,239.4766,35.24046,711.5067,1017.04846,1524.8151,967169860.0,
39,Africa,,2004,229.74,149.83,14.28,86.54,0.02,30.9,0.78,2.15,1.03,2.9788496,0.0,0.07079056,2.213917,251.33617,36.957527,783.0682,1119.1619,1586.5107,1036636900.0,
40,Africa,,2005,232.10999,160.51,12.24,88.65,0.02,37.48,0.83,2.81,1.0,3.0096693,0.0,0.084134445,2.2345567,254.37917,31.029053,807.7816,1039.0726,1654.9192,1057360960.0,
41,Africa,,2006,238.98,172.29001,10.07,91.85,0.03,40.11,0.87,2.65,1.01,3.7704048,0.0,0.10786167,2.425894,261.91766,27.37538,843.4421,1054.097,1673.7168,1090145000.0,
42,Africa,,2007,247.14,180.90999,12.6,93.92,0.03,43.93,1.18,2.58,1.02,3.1420484,0.0,0.14273277,2.8734944,269.18546,30.707249,900.0697,1071.6333,1734.7408,1132287500.0,
43,Africa,,2008,241.37001,189.85,12.75,95.56,0.04,47.99,1.2900001,2.73,1.1899999,3.2673957,0.0,0.20416835,3.686173,272.4835,35.06555,935.1621,1180.7251,1824.851,1181174800.0,
44,Africa,,2009,231.68001,193.23,11.57,98.61,0.06,54.36,1.6899999,2.95,1.36,3.5627222,0.0,0.26759833,4.438265,278.0456,34.31848,940.86066,1176.0021,1885.9763,1171780000.0,
45,Africa,,2010,241.27,236.57,12.9,109.5,0.39,55.44,2.37,3.21,1.47,3.764553,0.0,0.5996614,6.3410387,298.92563,36.028275,980.7318,1164.8401,1966.2146,1214749200.0,
46,Africa,,2011,244.76,239.92,12.94,110.57,0.49,53.809998,2.44,3.35,1.51,3.8587685,0.0,1.6609554,6.5835404,305.5224,34.154095,1060.527,1147.2993,1934.1709,1251306000.0,
47,Africa,,2012,241.79001,262.6,12.4,111.14,0.53,59.74,2.35,3.26,1.59,4.0424066,0.0,2.7218072,6.897696,304.97705,34.119267,1146.7704,1118.487,2046.8298,1259536900.0,
48,Africa,,2013,235.31001,267.31,13.61,116.39,0.51,70.909996,3.5300002,3.48,1.91,4.433249,0.0,2.1463213,9.793645,320.65207,36.891415,1169.7455,1130.1606,2121.4414,1268892300.0,
49,Africa,,2014,234.29001,275.74,14.76,121.68,1.8100001,76.68,5.55,5.1,3.21,5.462047,0.0,5.1585293,13.708232,336.15042,35.859425,1202.32,1183.806,2143.3335,1350089200.0,
50,Africa,,2015,230.81001,289.72,10.97,119.33,3.2000003,87.83,8.559999,6.17,4.48,7.1696815,0.0,8.775349,23.996231,324.2737,31.622433,1325.3599,1119.0386,2199.145,1323759000.0,
51,Africa,,2016,232.48,291.02,15.21,118.520004,4.85,86.21,10.48,5.57,4.69,7.231852,0.0,14.413415,29.919565,314.35477,38.599907,1370.4951,1186.288,2210.9258,1363459100.0,
52,Africa,,2017,238.21,318.51,15.09,125.04,6.57,74.51,11.55,4.78,4.87,7.6260357,0.0,20.687313,33.1529,336.2319,36.245564,1448.7449,1185.0671,2233.0898,1379490000.0,
53,Africa,,2018,243.40001,327.48,10.56,132.92,8.99,66.77,15.28,4.52,5.17,8.17267,0.0,26.59893,39.075584,356.11508,29.399641,1543.5508,1163.5999,2257.502,1366411000.0,
54,Africa,,2019,239.63,327.22,13.6,135.51,13.849999,69.52,18.51,4.43,5.24,8.262966,0.0,33.98899,50.957653,367.50095,34.39065,1549.7299,1231.3168,2262.0361,1467491800.0,
55,Africa,,2020,226.70999,319.57,11.62,142.22,14.400001,66.1,17.66,4.23,5.06,8.066416,0.0,42.175064,55.94757,384.41803,35.155136,1535.9724,1157.9011,2011.0526,1385889400.0,
56,Africa,,2021,224.61,337.2,12.15,145.22,17.12,72.65,20.89,4.39,5.12,8.026317,0.0,43.21504,63.888702,401.44714,26.1747,1643.8152,1168.7407,2183.542,1450796300.0,
57,Africa (BP),,1965,,,,,,,,,,0.0,0.0,0.0,0.0,41.118813,0.0,9.543755,323.49612,341.26276,,
58,Africa (BP),,1966,,,,,,,,,,0.0,0.0,0.0,0.0,45.862915,0.0,10.669916,323.1222,369.48657,,
59,Africa (BP),,1967,,,,,,,,,,0.0,0.0,0.0,0.0,47.875538,0.0,10.54567,330.2916,368.12524,,
60,Africa (BP),,1968,,,,,,,,,,0.0,0.0,0.0,0.0,56.00047,0.0,10.68897,343.5129,389.19986,,
61,Africa (BP),,1969,,,,,,,,,,0.0,0.0,0.0,0.0,65.3521,0.0,12.492,346.6429,396.92288,,
62,Africa (BP),,1970,,,,,,,,,,0.0,0.0,0.0,0.0,81.70288,0.0,15.520325,360.7569,433.7723,,
63,Africa (BP),,1971,,,,,,,,,,0.164,0.0,0.0,0.0,76.92132,0.0,18.405264,383.01233,473.56543,,
64,Africa (BP),,1972,,,,,,,,,,0.165,0.0,0.0,0.0,87.625046,0.0,24.670656,384.21082,510.67264,,
65,Africa (BP),,1973,,,,,,,,,,0.17,0.0,0.0,0.0,92.68892,0.0,39.551792,408.91034,549.7198,,
66,Africa (BP),,1974,,,,,,,,,,0.175,0.0,0.0,0.0,105.467155,0.0,44.518486,425.64624,567.7997,,
67,Africa (BP),,1975,,,,,,,,,,0.172,0.0,0.0,0.0,111.53163,0.0,53.63838,451.0805,596.40466,,
68,Africa (BP),,1976,,,,,,,,,,0.185,0.0,0.0,0.0,123.59515,0.0,60.98139,481.07416,652.5805,,
69,Africa (BP),,1977,,,,,,,,,,0.189,0.0,0.0,0.0,135.81087,0.0,68.23419,491.69846,695.1663,,
70,Africa (BP),,1978,,,,,,,,,,0.195,0.0,0.0,0.0,136.92912,0.0,97.369896,477.81558,732.181,,
71,Africa (BP),,1979,,,,,,,,,,0.201,0.0,0.0,0.0,146.56386,0.0,148.84282,507.247,770.93866,,
72,Africa (BP),,1980,,,,,,,,,,0.207,0.0,0.0,0.0,142.85742,0.0,186.91397,543.55707,817.2389,,
73,Africa (BP),,1981,,,,,,,,,,0.218,0.0,0.0,0.0,148.41988,0.0,228.49115,635.79877,883.8619,,
74,Africa (BP),,1982,,,,,,,,,,0.236,0.0,0.0,0.0,148.4593,0.0,246.73355,701.1759,925.22723,,
75,Africa (BP),,1983,,,,,,,,,,0.23,0.0,0.0,0.0,133.79536,0.0,271.27536,713.24603,964.5522,,
76,Africa (BP),,1984,,,,,,,,,,0.234,0.0,0.0,0.0,131.55637,11.137246,259.90277,762.8979,981.752,,
77,Africa (BP),,1985,139.51434,27.9265,5.315,49.449684,0.0,34.29558,0.0,,,0.269,0.0,0.0,0.0,146.22218,15.081392,278.84274,787.1659,1007.09186,,
78,Africa (BP),,1986,142.07825,28.349,8.803,51.145374,0.0,37.184147,0.0,,,0.659,0.0,0.0,0.0,151.23631,24.978643,313.2712,805.3561,988.5932,,
79,Africa (BP),,1987,152.22748,31.584,6.167,49.05646,0.0,38.68359,0.0,,,0.658,0.0,0.0,0.0,145.05943,17.498955,323.38437,828.3197,1042.0687,,
80,Africa (BP),,1988,152.44873,34.0095,10.493,53.593456,0.0,42.612885,0.0,,,0.626,0.0,0.0,0.0,158.47528,29.774044,358.44455,890.1608,1086.2682,,
81,Africa (BP),,1989,157.21063,36.939,11.099,56.276215,0.0,43.337883,0.0,,,0.617,0.0,0.0,0.0,166.40816,31.493578,371.47104,835.62085,1123.9265,,
82,Africa (BP),,1990,164.67354,42.646,8.449,57.254658,0.0,43.006622,0.0,,,0.796,0.0,0.0,0.0,169.3014,23.974163,398.6454,877.6782,1142.4028,,
83,Africa (BP),,1991,164.78598,45.6115,9.144,60.65149,0.0,42.08662,0.0,,,0.812,0.0,0.0,0.0,179.3458,25.946238,401.6356,853.76215,1148.7052,,
84,Africa (BP),,1992,165.42041,50.5445,9.288,57.86029,0.0,42.629593,0.0,,,0.84225,0.0,0.0,0.0,171.09225,26.35484,421.27026,858.8312,1170.5247,,
85,Africa (BP),,1993,175.95685,55.1335,7.255,56.682507,0.0,41.805573,0.002,,,0.9377,0.0,0.0,0.0059166667,167.60956,20.58617,412.64398,871.7139,1180.0768,,
86,Africa (BP),,1994,179.79367,62.1015,9.697,57.59605,0.0,39.824574,0.0054,,,0.835,0.0,0.0,0.015972223,170.3109,27.515383,431.82794,894.4478,1221.8846,,
87,Africa (BP),,1995,186.88585,66.314,11.301,59.768875,0.0,36.182175,0.0063,,,1.0187,0.0,0.0,0.018638888,176.73593,32.066753,461.2435,922.47125,1266.7817,,
88,Africa (BP),,1996,197.2912,69.9915,11.775,62.31646,0.0,37.368664,0.0071,,,1.2580931,0.0,0.0,0.021,184.2691,33.41174,484.19174,935.2282,1293.9712,,
89,Africa (BP),,1997,206.04503,75.8445,12.647,63.852497,0.0,38.574566,0.0072,,,1.3866404,0.0,0.0,0.021277778,188.81114,35.88605,474.47552,959.0191,1332.2731,,
90,Africa (BP),,1998,201.69763,77.3305,13.601,66.654884,0.0,43.09648,0.0076,,,1.7125493,0.0,0.0,0.022472221,197.0978,38.59304,499.337,937.03894,1363.5087,,
91,Africa (BP),,1999,199.79572,86.0905,12.837,70.68426,0.0,44.9236,0.0198,,,1.6961248,0.0,0.0,0.058548335,209.0126,36.42518,504.0196,966.01074,1414.5602,,
92,Africa (BP),,2000,208.21358,91.84336,13.01,75.25581,0.011941,46.566334,0.1755,,,2.2690632,0.0,0.035309445,0.51895165,222.53064,36.91607,556.8223,963.7305,1420.3865,,
93,Africa (BP),,2001,214.43117,100.97834,10.719,80.86912,0.01496,47.408604,0.41558,,,2.3353527,0.0,0.043949444,1.2208859,237.57631,30.21782,634.63617,975.9263,1432.6643,,
94,Africa (BP),,2002,222.89767,115.954704,11.990999,85.02647,0.016799713,46.945766,0.443584,,,2.2864,0.4908968,0.049035557,1.2947483,248.17819,33.585613,670.60535,934.4216,1479.1666,,
95,Africa (BP),,2003,235.01547,123.983795,12.662999,82.5746,0.020059297,48.555088,0.535599,,,2.6224,0.5413214,0.058174446,1.5533036,239.4766,35.24046,711.5067,1017.04846,1524.8151,,
96,Africa (BP),,2004,245.1946,141.14304,13.365123,87.21947,0.02456688,46.53785,0.7682805,,,2.9788496,0.63675517,0.07079333,2.213917,251.33615,36.957527,783.06824,1119.1617,1586.5107,,
97,Africa (BP),,2005,248.81207,151.72424,11.292654,88.83773,0.029383464,52.59624,0.7803821,,,3.0096693,0.24288252,0.08413695,2.2345567,254.37918,31.029053,807.7816,1039.0726,1654.9193,,
98,Africa (BP),,2006,255.90143,164.53581,10.025999,92.049355,0.03791205,55.400005,0.8525656,,,3.7704048,0.072299555,0.107875,2.4258943,261.91766,27.37538,843.4421,1054.097,1673.7168,,
99,Africa (BP),,2007,262.47043,174.97655,11.316999,95.19856,0.050479364,58.79182,1.0162233,,,3.1420484,0.7911754,0.14273639,2.8734944,269.18546,30.707249,900.0697,1071.6333,1734.7408,,
100,Africa (BP),,2008,257.49133,183.55919,13.004,96.96721,0.07265389,64.646,1.3117782,,,3.2673957,0.6100898,0.20416167,3.6861727,272.4835,35.06555,935.1621,1180.725,1824.851,,
101,Africa (BP),,2009,247.70558,189.98138,12.806,99.561134,0.09582156,71.23723,1.5892309,,,3.5627222,0.34024894,0.26760194,4.4382644,278.0456,34.31848,940.86066,1176.0021,1885.9764,,
102,Africa (BP),,2010,257.33923,216.73488,13.526999,107.69849,0.21605176,67.36317,2.2845824,,,3.764553,0.21081659,0.5996686,6.3410387,298.92563,36.028275,980.7318,1164.8401,1966.2146,,
103,Africa (BP),,2011,259.97665,234.74197,12.902,110.75051,0.6020893,59.669056,2.386504,,,3.8587687,0.5046833,1.6609564,6.58354,305.5224,34.154095,1060.527,1147.2993,1934.1709,,
104,Africa (BP),,2012,255.55765,259.2288,12.967434,111.22693,0.99265915,72.373276,2.5156302,,,4.042407,0.6066994,2.7218072,6.897696,304.97705,34.119267,1146.7704,1118.4869,2046.83,,
105,Africa (BP),,2013,251.39537,265.6185,14.105998,117.65245,0.7875202,84.30472,3.5934472,,,4.433249,0.5885835,2.1463213,9.793645,320.65207,36.891415,1169.7455,1130.1606,2121.4414,,
106,Africa (BP),,2014,251.98518,273.84772,13.794,124.08205,1.9041501,90.045784,5.060073,,,5.462047,0.56845164,5.1585293,13.708233,336.15042,35.859425,1202.32,1183.8062,2143.3335,,
107,Africa (BP),,2015,251.18915,285.77292,12.237,120.4148,3.2586064,97.73726,8.9106865,,,7.1696815,0.71449405,8.775337,23.996231,324.2737,31.622433,1325.3599,1119.0386,2199.145,,
108,Africa (BP),,2016,248.33612,302.09857,15.026,117.42635,5.3840914,89.77775,11.176371,,,7.231852,0.63882095,14.413415,29.919565,314.35477,38.599907,1370.4951,1186.288,2210.926,,
109,Africa (BP),,2017,252.93596,325.05945,14.193,126.34168,7.7734146,76.206314,12.457454,,,7.6260357,0.6286138,20.687313,33.1529,336.23187,36.245564,1448.7448,1185.0671,2233.0898,,
110,Africa (BP),,2018,259.09238,333.956,11.58,134.60008,10.053543,72.27337,14.769322,,,8.17267,0.97825366,26.598932,39.0756,356.11508,29.399641,1543.5508,1163.5999,2257.502,,
111,Africa (BP),,2019,255.67424,339.2641,13.596,139.4176,12.894289,73.75081,19.331633,,,8.262966,0.8437501,33.988987,50.957653,367.50098,34.39065,1549.7299,1231.3169,2262.0361,,
112,Africa (BP),,2020,239.796,337.04282,13.949473,146.37308,16.058805,66.68589,21.302898,,,8.066416,1.0375322,42.175068,55.94757,384.41803,35.155136,1535.9724,1157.9011,2011.0526,,
113,Africa (BP),,2021,247.40376,355.5644,10.424211,153.41869,16.515236,76.190125,24.41597,,,8.026318,1.0609504,43.21504,63.888706,401.44714,26.1747,1643.8151,1168.7406,2183.542,,
114,Algeria,DZA,1965,,,,,,,,,,0.0,0.0,0.0,0.0,1.1827959,0.0,7.4305,0.8141,15.4052515,6588533.0,
115,Algeria,DZA,1966,,,,,,,,,,0.0,0.0,0.0,0.0,1.0497311,0.0,7.71925,0.79084,20.272705,8420862.0,
116,Algeria,DZA,1967,,,,,,,,,,0.0,0.0,0.0,0.0,1.2123655,0.0,7.48825,0.60476,18.942032,8431587.0,
117,Algeria,DZA,1968,,,,,,,,,,0.0,0.0,0.0,0.0,1.664785,0.0,7.87325,0.63965,20.167301,9050236.0,
118,Algeria,DZA,1969,,,,,,,,,,0.0,0.0,0.0,0.0,1.067473,0.0,10.351687,0.8141,21.30593,11262968.0,
119,Algeria,DZA,1970,,,,,,,,,,0.0,0.0,0.0,0.0,1.7150539,0.0,9.730875,0.96529,24.347681,15058960.0,
120,Algeria,DZA,1971,,,,,,,,,,0.0,0.0,0.0,0.0,0.9758064,0.0,11.0495,0.26749,27.44005,18649530.0,
121,Algeria,DZA,1972,,,,,,,,,,0.0,0.0,0.0,0.0,1.4637097,0.0,12.830125,0.2326,30.121414,28322640.0,
122,Algeria,DZA,1973,,,,,,,,,,0.0,0.0,0.0,0.0,2.223656,0.0,17.859188,0.26749,32.900345,38277400.0,
123,Algeria,DZA,1974,,,,,,,,,,0.0,0.0,0.0,0.0,1.4696236,0.0,20.6745,0.22097,36.543842,31876660.0,
124,Algeria,DZA,1975,,,,,,,,,,0.0,0.0,0.0,0.0,0.9698925,0.0,28.49,0.27912,40.63067,32001206.0,
125,Algeria,DZA,1976,,,,,,,,,,0.0,0.0,0.0,0.0,1.1502689,0.0,33.6875,0.54661,46.71773,39131068.0,
126,Algeria,DZA,1977,,,,,,,,,,0.0,0.0,0.0,0.0,0.79543,0.0,35.90125,0.70943,52.80649,41844910.0,
127,Algeria,DZA,1978,,,,,,,,,,0.0,0.0,0.0,0.0,0.7392472,0.0,57.65375,0.36053,54.607944,62455264.0,
128,Algeria,DZA,1979,,,,,,,,,,0.0,0.0,0.0,0.0,0.8604839,0.0,81.52375,0.83736,65.31862,45545550.0,
129,Algeria,DZA,1980,,,,,,,,,,0.0,0.0,0.0,0.0,0.7599461,0.0,109.43625,0.74432,66.20243,66416464.0,0.214
130,Algeria,DZA,1981,,,,,,,,,,0.0,0.0,0.0,0.0,1.0822581,0.0,142.2575,0.52335,71.323074,46341984.0,0.2
131,Algeria,DZA,1982,,,,,,,,,,0.0,0.0,0.0,0.0,1.4163978,0.0,161.41125,9.71105,75.57342,39173030.0,0.388
132,Algeria,DZA,1983,,,,,,,,,,0.0,0.0,0.0,0.0,0.6948925,0.0,176.715,8.66435,84.89242,52503910.0,0.576
133,Algeria,DZA,1984,,,,,,,,,,0.0,0.0,0.0,0.0,1.3365592,0.0,155.25125,9.60638,94.00201,70946536.0,0.007
134,Algeria,DZA,1985,,,0.0,0.646,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.910215,0.0,153.8075,10.02506,96.5538,72609070.0,0.513
135,Algeria,DZA,1986,,,0.0,0.25,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.7392472,0.0,168.4375,10.29255,98.021255,76080390.0,0.299
136,Algeria,DZA,1987,,,0.0,0.499,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.4755375,0.0,172.2875,12.30454,99.100525,83883496.0,
137,Algeria,DZA,1988,,,0.0,0.183,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.5411292,0.0,194.13625,11.57185,99.1726,83708040.0,1.346
138,Algeria,DZA,1989,,,0.0,0.226,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.66827947,0.0,182.6825,9.78083,103.93666,79808264.0,0.386
139,Algeria,DZA,1990,,,0.0,0.135,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.3991936,0.0,195.09875,7.66417,111.811615,76737624.0,1.27
140,Algeria,DZA,1991,,,0.0,0.293,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.8663978,0.0,192.6925,7.9084,110.627785,78806830.0,0.034
141,Algeria,DZA,1992,,,0.0,0.199,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.58844084,0.0,198.94875,9.39704,111.292656,79883310.0,-0.318
142,Algeria,DZA,1993,,,0.0,0.353,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0438173,0.0,178.54375,7.65254,110.754875,81943970.0,0.541
143,Algeria,DZA,1994,,,0.0,0.166,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.49086028,0.0,188.16875,7.2106,106.050896,86147480.0,0.72
144,Algeria,DZA,1995,,,0.0,0.193,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.5706989,0.0,202.22125,7.2106,103.14228,94981416.0,0.583
145,Algeria,DZA,1996,,,0.0,0.135,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.3991936,0.0,207.7075,3.39596,98.42208,96786280.0,0.823
146,Algeria,DZA,1997,,,0.0,0.075,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.22177416,0.0,194.04,5.95456,97.64342,87004700.0,1.018
147,Algeria,DZA,1998,,,0.0,0.215,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.6357528,0.0,200.68124,6.37324,100.658745,106621010.0,1.077
148,Algeria,DZA,1999,,,0.0,0.203,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.6002689,0.0,205.10875,6.82681,98.898346,91668216.0,1.456
149,Algeria,DZA,2000,0.0,22.93,0.0,0.05,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1596775,0.0,191.01294,5.64055,103.13248,82221010.0,0.798
150,Algeria,DZA,2001,0.0,24.07,0.0,0.07,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2027075,0.0,197.32213,6.5128,106.77534,83780210.0,1.827
151,Algeria,DZA,2002,0.0,25.08,0.0,0.06,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16637361,0.0,194.83888,8.54805,118.39723,89406936.0,1.222
152,Algeria,DZA,2003,0.0,26.66,0.0,0.26,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76853275,0.0,205.93169,7.04778,123.17412,91048400.0,1.567
153,Algeria,DZA,2004,0.0,28.25,0.0,0.25,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72329473,0.0,211.89919,8.40849,128.74683,87853350.0,0.964
154,Algeria,DZA,2005,0.0,30.46,0.0,0.55,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5900536,0.0,223.55988,6.90822,134.21338,106472840.0,1.238
155,Algeria,DZA,2006,0.0,32.09,0.0,0.22,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61916,0.0,228.4975,10.25766,139.84572,100202856.0,1.373
156,Algeria,DZA,2007,0.0,33.87,0.0,0.22,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6390422,0.0,233.80681,8.80391,156.39,108401944.0,1.198
157,Algeria,DZA,2008,0.0,36.45,0.0,0.28,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79524636,0.0,244.04187,8.80391,169.9159,109031976.0,1.164
158,Algeria,DZA,2009,0.0,34.91,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9551075,0.0,262.1176,5.65218,180.13443,120184856.0,0.927
