,Entity,Code,Year,Electricity from coal (TWh),Electricity from gas (TWh),Electricity from nuclear (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Electricity from oil (TWh),Electricity from wind (TWh),Electricity from bioenergy (TWh),Other renewables excluding bioenergy (TWh),Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Annual CO2 emissions,Value
1216,Cyprus,CYP,1984,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.612489,3234557.0,0.007
1217,Cyprus,CYP,1985,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08159,12.483789,3144994.0,-0.078
1218,Cyprus,CYP,1986,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66291,13.480528,3606067.0,0.235
1219,Cyprus,CYP,1987,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40723,15.873595,4184954.2,
1220,Cyprus,CYP,1988,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84899,16.996016,4197559.0,0.018
1221,Cyprus,CYP,1989,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75595,17.556082,4429735.0,0.073
1222,Cyprus,CYP,1990,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70943,18.565105,4653217.0,0.049
1223,Cyprus,CYP,1991,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52335,18.988806,5142773.0,0.345
1224,Cyprus,CYP,1992,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96529,21.83139,5517491.0,-0.964
1225,Cyprus,CYP,1993,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8141,22.876078,5760916.0,-0.457
1226,Cyprus,CYP,1994,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11648,22.615881,6002476.0,1.015
1227,Cyprus,CYP,1995,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24441,23.986263,5874107.0,0.026
1228,Cyprus,CYP,1996,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163,24.441818,6224288.0,0.221
1229,Cyprus,CYP,1997,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88388,24.967743,6312090.0,-0.028
1230,Cyprus,CYP,1998,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16282,27.283785,6609144.0,0.921
1231,Cyprus,CYP,1999,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27912,28.601559,6875935.0,1.05
1232,Cyprus,CYP,2000,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41868,29.842424,7122416.0,0.589
1233,Cyprus,CYP,2001,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61639,29.993263,6996583.0,1.119
1234,Cyprus,CYP,2002,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51172,29.674217,7185924.0,0.811
1235,Cyprus,CYP,2003,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51172,31.57658,7576801.0,0.564
1236,Cyprus,CYP,2004,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0011527778,0.0010222222,0.0,0.0,0.0,0.51172,30.714468,7803428.0,0.603
1237,Cyprus,CYP,2005,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0016194445,0.0010166666,0.0,0.0,0.0,0.51172,34.478428,7957711.0,0.329
1238,Cyprus,CYP,2006,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.000155,0.0,0.0028611112,0.0010111111,0.0,0.0,0.0,0.3509561,34.056618,8185407.5,0.615
1239,Cyprus,CYP,2007,0.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0014,0.0,0.004888889,0.0010055555,0.0,0.0,0.0,0.3187186,34.647247,8504782.0,0.804
1240,Cyprus,CYP,2008,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.01,0.0,0.012,0.0,0.008416667,0.001,0.0,0.0,0.0,0.2606911,35.382412,8717247.0,1.021
1241,Cyprus,CYP,2009,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.03,0.0,0.027,0.0,0.011166667,0.0009944445,0.0,0.0,0.0,0.13818862,34.592304,8471739.0,0.973
1242,Cyprus,CYP,2010,0.0,0.0,0.0,0.0,0.01,5.25,0.03,0.04,0.0,0.035,0.0,0.019416668,0.08604305,0.0,0.0,0.0,0.17042612,33.503963,8102698.5,1.981
1243,Cyprus,CYP,2011,0.0,0.0,0.0,0.0,0.01,4.75,0.11,0.05,0.0,0.052,0.0,0.03310389,0.31448665,0.0,0.0,0.0,0.08016111,32.946396,7789403.0,0.692
1244,Cyprus,CYP,2012,0.0,0.0,0.0,0.0,0.02,4.46,0.19,0.05,0.0,0.05,0.0,0.0603225,0.50725806,0.0,0.0,0.0,0.0027777778,30.689985,7264032.0,0.949
1245,Cyprus,CYP,2013,0.0,0.0,0.0,0.0,0.05,3.96,0.23,0.05,0.0,0.049,0.0,0.12809472,0.6295714,0.0,0.0,0.0,0.0027777778,27.186857,6583978.0,1.221
1246,Cyprus,CYP,2014,0.0,0.0,0.0,0.0,0.08,4.03,0.18,0.05,0.0,0.0505,0.0,0.22648056,0.49820307,0.0,0.0,0.0,0.025777778,27.26966,6952145.0,1.066
1247,Cyprus,CYP,2015,0.0,0.0,0.0,0.0,0.13,4.14,0.22,0.05,0.0,0.051236,0.0,0.34108916,0.5974547,0.0,0.0,0.0,0.038685,27.930635,6972964.0,1.184
1248,Cyprus,CYP,2016,0.0,0.0,0.0,0.0,0.15,4.46,0.23,0.05,0.0,0.052021,0.0,0.39067888,0.6068872,0.0,0.0,0.0,0.0051666666,30.465368,7375415.0,1.561
1249,Cyprus,CYP,2017,0.0,0.0,0.0,0.0,0.17,4.57,0.21,0.05,0.0,0.05175,0.0,0.4577953,0.5627297,0.0,0.0,0.0,0.034689166,31.275581,7525365.0,0.844
1250,Cyprus,CYP,2018,0.0,0.0,0.0,0.0,0.2,4.58,0.22,0.06,0.0,0.05136,0.0,0.50752974,0.5836739,0.0,0.0,0.0,0.15830112,30.944675,7342546.0,2.183
1251,Cyprus,CYP,2019,0.0,0.0,0.0,0.0,0.22,4.63,0.24,0.06,0.0,0.05792,0.0,0.5753458,0.6288508,0.0,0.0,0.0,0.19434862,30.785168,7343176.0,1.589
1252,Cyprus,CYP,2020,0.0,0.0,0.0,0.0,0.33,4.32,0.25,0.06,0.0,0.060632,0.0,0.7763522,0.63138086,0.0,0.0,0.0,0.16211778,26.229921,7269578.0,1.746
1253,Cyprus,CYP,2021,0.0,0.0,0.0,0.0,0.5,4.31,0.26,0.06,0.0,0.041871,0.0,1.2400405,0.6449533,0.0,0.0,0.0,0.47995833,27.052002,7600422.0,
1254,Czechia,CZE,1965,,,,,,,,,,0.0,0.0,0.0,0.0,6.5993996,0.0,4.2905,410.84137,47.046886,122199640.0,
1255,Czechia,CZE,1966,,,,,,,,,,0.0,0.0,0.0,0.0,6.220424,0.0,4.49025,409.63187,51.94198,121522424.0,
1256,Czechia,CZE,1967,,,,,,,,,,0.0,0.0,0.0,0.0,5.6062226,0.0,5.39375,396.14105,57.79913,121278520.0,
1257,Czechia,CZE,1968,,,,,,,,,,0.0,0.0,0.0,0.0,4.3386154,0.0,6.65125,410.06216,63.84015,126879960.0,
1258,Czechia,CZE,1969,,,,,,,,,,0.0,0.0,0.0,0.0,3.54146,0.0,7.294,426.20462,68.492935,134693580.0,
1259,Czechia,CZE,1970,,,,,,,,,,0.0,0.0,0.0,0.0,5.0573616,0.0,8.0125,431.473,82.32865,154419700.0,
1260,Czechia,CZE,1971,,,,,,,,,,0.0,0.0,0.0,0.0,3.572043,0.0,9.955,449.5344,90.63971,161977440.0,
1261,Czechia,CZE,1972,,,,,,,,,,0.0,0.0,0.0,0.0,3.7376344,0.0,10.8105,443.12625,99.17102,163451040.0,
1262,Czechia,CZE,1973,,,,,,,,,,0.0,0.0,0.0,0.0,3.1965053,0.0,11.8725,433.6013,111.49431,164108240.0,
1263,Czechia,CZE,1974,,,,,,,,,,0.0,0.0,0.0,0.0,5.378763,0.0,14.47525,431.99634,114.321106,165999570.0,
1264,Czechia,CZE,1975,,,,,,,,,,0.0,0.0,0.0,0.0,5.3639784,0.0,16.572,441.21893,126.14467,173668350.0,
1265,Czechia,CZE,1976,,,,,,,,,,0.0,0.0,0.0,0.0,4.2758064,0.0,18.29625,449.82513,133.33147,180410800.0,
1266,Czechia,CZE,1977,,,,,,,,,,0.0,0.0,0.0,0.0,5.8163977,0.0,20.793,459.54782,139.49129,185792430.0,
1267,Czechia,CZE,1978,,,,,,,,,,0.0,0.0,0.0,0.0,5.41129,0.0,23.299,461.33884,144.35347,187464370.0,
1268,Czechia,CZE,1979,,,,,,,,,,0.0,0.0,0.0,0.0,6.7803764,0.0,26.14075,461.4784,146.70984,182557390.0,
1269,Czechia,CZE,1980,,,,,,,,,,0.0,0.0,0.0,0.0,7.093817,0.0,30.11125,447.18512,136.44553,184677390.0,
1270,Czechia,CZE,1981,,,,,,,,,,0.0,0.0,0.0,0.0,6.0943546,0.0,30.2075,445.37085,134.55257,182648460.0,
1271,Czechia,CZE,1982,,,,,,,,,,0.0,0.0,0.0,0.0,4.938172,0.0,31.99775,448.82495,123.243675,180846050.0,
1272,Czechia,CZE,1983,,,,,,,,,,0.0,0.0,0.0,0.0,4.8938174,0.56750304,37.54175,446.30124,120.67317,181076180.0,
1273,Czechia,CZE,1984,,,,,,,,,,0.0,0.0,0.0,0.0,3.838172,3.515681,39.96025,454.70975,128.27829,187168030.0,
1274,Czechia,CZE,1985,,,2.397,1.671,0.0,,0.0,,,0.0,0.0,0.0,0.0,4.941129,6.801523,49.0635,444.83588,125.86781,184599820.0,
1275,Czechia,CZE,1986,,,6.149,1.876,0.0,,0.0,,,0.0,0.0,0.0,0.0,5.547312,17.44788,51.846,442.82388,120.88828,185854500.0,
1276,Czechia,CZE,1987,,,10.701,2.465,0.0,,0.0,,,0.0,0.0,0.0,0.0,7.2889786,30.364246,56.556,437.67178,121.37409,183641400.0,
1277,Czechia,CZE,1988,,,11.816,2.099,0.0,,0.0,,,0.0,0.0,0.0,0.0,6.2067204,33.528076,56.91625,442.80063,116.66191,180617040.0,
1278,Czechia,CZE,1989,,,12.418,1.643,0.0,,0.0,,,0.0,0.0,0.0,0.0,4.858333,35.23626,58.73775,425.75104,111.41667,172330690.0,
1279,Czechia,CZE,1990,47.02,0.38,12.59,1.16,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4330645,35.710125,61.03075,345.94446,100.62564,164210750.0,
1280,Czechia,CZE,1991,45.6,0.38,12.13,1.09,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2201614,34.424732,58.88975,316.91354,84.19088,148879300.0,
1281,Czechia,CZE,1992,43.91,0.38,12.25,1.4,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.145699,34.75956,67.4505,295.92255,80.68122,145710620.0,
1282,Czechia,CZE,1993,43.27,0.4,12.63,1.37,0.0,0.84,0.0,0.16,0.0,0.221,0.0,0.0,0.0,4.048118,35.8293,68.93175,287.87988,81.68363,140129090.0,0.286
1283,Czechia,CZE,1994,42.239998,0.39,12.98,1.46,0.0,1.01,0.0,0.32,0.0,0.309,0.0,0.0,0.0,4.317204,36.82243,67.32975,272.46667,84.47287,132673280.0,1.797
1284,Czechia,CZE,1995,44.34,0.48,12.23,2.0,0.0,1.12,0.0,0.41,0.0,0.405,0.0,0.0,0.0,5.9198923,34.70281,76.19525,272.72382,95.19518,131627140.0,1.03
1285,Czechia,CZE,1996,45.43,1.04,12.85,1.97,0.0,2.25,0.0,0.29,0.0,0.292,0.0,0.0,0.0,5.822312,36.462067,87.687,272.11865,99.6447,135004350.0,-0.617
1286,Czechia,CZE,1997,45.73,1.15,12.49,1.7,0.0,2.65,0.0,0.49,0.0,0.494,0.0,0.0,0.0,5.023925,35.451912,89.18875,255.68047,95.02331,130834170.0,0.118
1287,Czechia,CZE,1998,45.309998,1.29,13.18,1.4,0.0,2.85,0.0,0.59,0.0,0.587,0.0,0.0,0.0,4.127957,37.392773,89.38025,237.00223,98.08545,125427260.0,1.247
1288,Czechia,CZE,1999,44.15,1.73,13.36,1.68,0.0,2.57,0.0,0.68,0.0,0.683,0.0,0.0,0.0,4.970699,37.90069,89.8605,215.9442,97.63968,116569944.0,1.1
1289,Czechia,CZE,2000,52.75,1.69,13.59,1.76,0.0,2.59,0.0,0.52,0.0,0.517,0.0,0.0,0.0,5.198387,38.56183,87.22675,246.71696,94.429085,127155960.0,1.902
1290,Czechia,CZE,2001,52.589996,1.58,14.75,2.05,0.0,2.73,0.0,0.52,0.0,0.514,0.0,0.0,0.0005888889,6.034217,41.579597,93.414,242.13039,99.91982,127030020.0,1.219
1291,Czechia,CZE,2002,49.91,1.61,18.74,2.49,0.0,2.75,0.0,0.5,0.0,0.494,0.0,0.0,0.0046666665,7.2737355,52.48386,90.2725,237.63069,96.75073,123946890.0,1.523
1292,Czechia,CZE,2003,50.77,1.58,25.87,1.38,0.0,2.7,0.0,0.49,0.0,0.49,0.0,0.0,0.011305556,4.010872,72.00014,91.20475,241.52182,103.53132,127478650.0,1.074
1293,Czechia,CZE,2004,50.31,1.54,26.33,2.02,0.0,2.87,0.01,0.71,0.0,0.580831,0.0,0.0002888889,0.028528333,5.818343,72.793625,90.57325,241.88834,114.085014,128247530.0,0.814
1294,Czechia,CZE,2005,49.52,1.47,24.73,2.38,0.0,3.08,0.02,0.73,0.0,0.648312,0.0,0.00019472222,0.060933333,6.8146667,67.94453,89.591,233.69691,119.15711,125688560.0,0.742
1295,Czechia,CZE,2006,49.649998,1.57,26.05,2.55,0.0,2.87,0.05,0.92,0.0,0.912375,0.0,0.00048333334,0.14049195,7.257859,71.11838,88.31275,241.97527,117.510414,126566100.0,0.948
1296,Czechia,CZE,2007,53.79,1.37,26.17,2.09,0.0,3.02,0.13,1.2,0.0,1.187319,0.0,0.0049722223,0.35372972,5.8795795,71.01469,84.1855,241.51474,116.69226,128369900.0,2.161
1297,Czechia,CZE,2008,48.77,1.02,26.55,2.02,0.01,3.22,0.24,1.45,0.0,1.456526,0.0,0.03635361,0.6875117,5.688499,71.595314,83.42825,229.0496,117.231865,122912260.0,1.635
1298,Czechia,CZE,2009,45.94,0.98,27.21,2.43,0.09,2.85,0.29,1.85,0.0,1.86202,0.0,0.2480125,0.80448806,6.785229,72.913506,79.1335,211.57613,113.17898,115013224.0,1.413
1299,Czechia,CZE,2010,46.9,1.38,28.0,2.79,0.62,3.05,0.34,2.16,0.0,2.146246,0.0,1.7089294,0.9311872,7.7422,74.54473,93.84875,218.38116,106.873436,117482140.0,0.396
1300,Czechia,CZE,2011,46.68,1.41,28.28,1.96,2.18,3.06,0.4,2.7,0.0,2.705329,0.0,5.8428307,1.0946342,5.8872447,74.86952,79.1905,214.98866,108.28204,115185840.0,1.029
1301,Czechia,CZE,2012,43.980003,1.49,30.32,2.13,2.15,2.75,0.42,3.37,0.0,3.361419,0.0,5.9585,1.1442097,6.118629,79.78753,79.7365,206.14917,106.93589,111280680.0,1.57
1302,Czechia,CZE,2013,41.12,2.04,30.75,2.73,2.03,2.73,0.48,4.06,0.0,3.995469,0.0,5.64216,1.3035672,7.7848835,80.40818,80.78675,196.5045,102.03873,106711390.0,0.77
1303,Czechia,CZE,2014,40.73,1.82,30.33,1.91,2.12,2.96,0.48,4.66,0.0,4.661073,0.0,5.751144,1.2908853,5.1722097,78.83381,71.898,190.43584,107.97658,104228850.0,2.494
1304,Czechia,CZE,2015,41.14,2.28,26.84,1.79,2.26,2.85,0.57,4.79,0.0,4.791685,0.0,6.0963507,1.5419959,4.833347,69.36107,75.3945,189.86116,104.87653,104995650.0,2.112
1305,Czechia,CZE,2016,41.97,3.73,24.1,2.0,2.13,2.82,0.5,4.76,0.0,4.76655,0.0,5.704767,1.3304877,5.3554134,61.920666,81.59975,191.2072,98.47254,106655710.0,2.067
1306,Czechia,CZE,2017,41.440002,3.7,28.34,1.87,2.19,2.67,0.59,4.97,0.0,4.964567,0.0,5.837189,1.5729237,4.975282,72.372635,83.74775,182.18321,115.295975,107747750.0,1.585
1307,Czechia,CZE,2018,41.2,3.77,29.92,1.63,2.36,2.54,0.61,4.83,0.0,4.826179,0.0,6.1901474,1.6121209,4.3056564,75.965065,79.82825,180.92703,116.11385,106337976.0,2.641
1308,Czechia,CZE,2019,37.329998,5.81,30.25,2.01,2.31,2.3,0.7,5.03,0.0,5.0306,0.0,6.025569,1.8451805,5.2930326,76.506805,83.2495,167.33055,117.60352,101012960.0,2.533
1309,Czechia,CZE,2020,31.73,5.88,30.03,2.17,2.21,2.92,0.71,5.41,0.04,5.0917,0.0,5.8647666,1.836039,5.6262994,75.71442,84.62375,145.36671,102.48443,91853880.0,2.331
1310,Czechia,CZE,2021,34.010002,6.56,30.74,2.55,2.24,2.03,0.61,5.58,0.01,5.255897,0.0,5.6276364,1.5739753,6.3014507,77.164536,90.69425,150.99843,112.684265,97138330.0,
1311,Denmark,DNK,1965,,,,,,,,,,0.0,0.0,0.0,0.0,0.07392472,0.0,0.0,43.008904,123.12544,44293370.0,
1312,Denmark,DNK,1966,,,,,,,,,,0.0,0.0,0.0,0.0,0.07688167,0.0,0.0,48.74482,140.2377,50078412.0,
1313,Denmark,DNK,1967,,,,,,,,,,0.0,0.0,0.0,0.0,0.07392472,0.0,0.0,41.733093,148.31647,49026428.0,
1314,Denmark,DNK,1968,,,,,,,,,,0.0,0.0,0.0,0.0,0.062096667,0.0,0.0,37.392776,161.21199,53272676.0,
1315,Denmark,DNK,1969,,,,,,,,,,0.0,0.0,0.0,0.0,0.06505389,0.0,0.0,34.154984,193.82655,59342588.0,
1316,Denmark,DNK,1970,,,,,,,,,,0.0,0.0,0.0,0.0,0.07096778,0.0,0.0,27.31887,215.59958,62039320.0,
1317,Denmark,DNK,1971,,,,,,,,,,0.0,0.0,0.0,0.0,0.07096778,0.0,0.0,16.718124,212.84607,57009548.0,
1318,Denmark,DNK,1972,,,,,,,,,,0.0,0.0,0.0,0.0,0.07096778,0.0,0.0,17.079819,225.19148,59594060.0,
1319,Denmark,DNK,1973,,,,,,,,,,0.0,0.0,0.0,0.0,0.07096778,0.0,0.0,26.177967,208.22063,59222050.0,
1320,Denmark,DNK,1974,,,,,,,,,,0.0,0.0,0.0,0.0,0.07096778,0.0,0.0,24.728868,188.51407,55041790.0,
1321,Denmark,DNK,1975,,,,,,,,,,0.0,0.0,0.0,0.0,0.062096667,0.0,0.0,23.857782,186.3196,55744904.0,
1322,Denmark,DNK,1976,,,,,,,,,,0.0,0.0,0.0,0.0,0.05618278,0.0,0.0,33.146664,198.24033,60102740.0,
1323,Denmark,DNK,1977,,,,,,,,,,0.0,0.0,0.0,0.0,0.07688167,0.0,0.0,38.13012,197.98227,61817816.0,
1324,Denmark,DNK,1978,,,,,,,,,,0.0,0.0,0.0,0.0088611115,0.07983861,0.0,0.0,42.008724,197.52115,61096424.0,
1325,Denmark,DNK,1979,,,,,,,,,,0.0,0.0,0.0,0.01775,0.08575278,0.0,0.0,50.09739,188.93774,62978228.0,
1326,Denmark,DNK,1980,,,,,,,,,,0.0,0.0,0.0,0.031048333,0.100833334,0.0,0.0,71.49775,161.33127,60348444.0,-0.437
1327,Denmark,DNK,1981,,,,,,,,,,0.0,0.0,0.0,0.031048333,0.104973055,0.0,0.0,57.144005,151.96735,51773060.0,0.304
1328,Denmark,DNK,1982,,,,,,,,,,0.0,0.0,0.0,0.054704167,0.08959667,0.0,0.0,68.932175,130.91791,53684428.0,0.006
1329,Denmark,DNK,1983,,,,,,,,,,0.033,0.0,0.0,0.080134444,0.099059165,0.0,0.14595,65.83045,123.85265,50167910.0,1.065
1330,Denmark,DNK,1984,,,,,,,,,,0.033,0.0,0.0,0.09817194,0.08930111,0.0,1.178025,69.38574,122.43611,50856492.0,0.386
1331,Denmark,DNK,1985,,,0.0,0.0297,0.0,,0.0514,,,0.036,0.0,0.0,0.15198916,0.0878225,0.0,6.7137,84.56987,126.177414,60065330.0,-0.996
1332,Denmark,DNK,1986,,,0.0,0.0286,0.0,,0.1256,,,0.051,0.0,0.0,0.37139776,0.08457,0.0,11.9679,85.54563,124.5112,58907150.0,-0.437
1333,Denmark,DNK,1987,,,0.0,0.0294,0.0,,0.1738,,,0.061,0.0,0.0,0.5139247,0.08693556,0.0,15.189225,83.970924,114.68499,58346470.0,
1334,Denmark,DNK,1988,,,0.0,0.0328,0.0,,0.2917,,,0.08,0.0,0.0,0.8625539,0.09698917,0.0,18.525225,78.56763,113.99847,55112276.0,0.926
1335,Denmark,DNK,1989,,,0.0,0.0229,0.0,,0.4284,,,0.126,0.0,0.0,1.2667742,0.067715,0.0,19.74495,64.56976,109.763115,48808830.0,1.802
1336,Denmark,DNK,1990,23.56,0.69,0.0,0.03,0.0,0.9,0.61,0.19,0.0,0.21,0.0,0.0,1.8046505,0.082795836,0.0,21.048075,70.83368,107.52145,53584856.0,1.845
1337,Denmark,DNK,1991,33.44,0.83,0.0,0.03,0.0,1.21,0.74,0.29,0.0,0.355,0.0,0.0,2.1884677,0.0751075,0.0,24.295815,96.074265,109.08682,64200052.0,0.617
1338,Denmark,DNK,1992,26.96,1.08,0.0,0.03,0.0,1.35,0.92,0.41,0.0,0.521,0.0,0.0,2.706828,0.08190861,0.0,25.546211,80.024864,108.11384,58390816.0,1.451
1339,Denmark,DNK,1993,29.33,1.59,0.0,0.03,0.0,1.45,1.03,0.55,0.0,0.728,0.0,0.0,3.0581183,0.08131722,0.0,28.70732,83.944176,113.18888,60637230.0,0.236
1340,Denmark,DNK,1994,33.29,2.28,0.0,0.03,0.0,3.27,1.14,0.57,0.0,0.5733997,0.0,0.0,3.3620965,0.09639778,0.0,32.078045,90.2709,120.41808,64698110.0,0.97
1341,Denmark,DNK,1995,27.36,3.63,0.0,0.03,0.0,3.89,1.18,0.65,0.0,0.64684045,0.0,0.0,3.4812634,0.08959667,0.0,37.144203,75.46009,125.37967,61614372.0,1.308
1342,Denmark,DNK,1996,39.67,5.68,0.0,0.02,0.0,6.13,1.23,0.83,0.0,0.8321832,0.0,0.00047777776,3.62793,0.05707,0.0,43.754944,103.72332,136.06866,74868584.0,-0.749
1343,Denmark,DNK,1997,28.76,6.78,0.0,0.02,0.0,5.81,1.93,0.98,0.0,0.9756674,0.0,0.00094444444,5.7194085,0.056774165,0.0,45.71891,77.10806,131.27934,65468796.0,0.654
1344,Denmark,DNK,1998,23.65,8.13,0.0,0.03,0.0,5.37,2.82,1.08,0.0,1.078157,0.0,0.0011833333,8.338414,0.080725834,0.0,49.29798,65.53156,126.99976,61237956.0,0.872
1345,Denmark,DNK,1999,20.08,9.06,0.0,0.03,0.0,5.37,3.03,1.32,0.0,1.3189089,0.0,0.0026027777,8.95672,0.090188056,0.0,51.693676,55.052933,126.04254,58652424.0,1.337
1346,Denmark,DNK,2000,16.67,8.77,0.0,0.03,0.0,4.99,4.24,1.3,0.0,1.2996056,0.0,0.0035555556,12.5411825,0.08930111,0.0,51.019352,46.18273,122.53468,54306120.0,1.722
1347,Denmark,DNK,2001,17.82,9.27,0.0,0.03,0.0,4.78,4.31,1.51,0.0,1.5115592,0.0,0.0035277777,12.650172,0.08108305,0.0,53.31487,48.81576,117.52588,55896360.0,1.048
1348,Denmark,DNK,2002,18.26,9.59,0.0,0.03,0.0,4.64,4.88,1.88,0.0,1.8791215,0.0,0.00375,14.234978,0.092818886,0.0,53.817955,48.873913,113.733505,55553624.0,1.658
1349,Denmark,DNK,2003,25.31,9.76,0.0,0.02,0.0,3.02,5.56,2.49,0.0,2.4933515,0.0,0.0044166665,16.12696,0.0614825,0.0,54.409176,66.68293,109.98831,60645144.0,0.712
1350,Denmark,DNK,2004,18.67,9.94,0.0,0.03,0.0,2.29,6.58,2.91,0.0,2.9107547,0.0,0.0053055556,18.970236,0.07636389,0.0,54.15029,51.11385,108.04399,55099644.0,1.036
1351,Denmark,DNK,2005,15.46,8.78,0.0,0.02,0.0,2.19,6.61,3.17,0.0,3.1742494,0.0,0.0061944444,18.938618,0.06442694,0.0,52.00558,43.126415,109.07095,51534636.0,1.284
1352,Denmark,DNK,2006,24.57,9.4,0.0,0.02,0.0,2.44,6.11,3.07,0.0,3.0699494,0.0,0.0063055553,17.379614,0.0665825,0.0,52.982906,65.441734,111.11346,59487504.0,1.352
1353,Denmark,DNK,2007,19.89,7.04,0.0,0.03,0.0,2.08,7.17,3.1,0.0,3.105064,0.0,0.0070555555,20.277435,0.079738885,0.0,47.489613,54.10831,111.778725,54709150.0,2.136
1354,Denmark,DNK,2008,17.46,7.08,0.0,0.03,0.0,1.98,6.93,3.14,0.0,3.1405714,0.0,0.007361111,19.46752,0.07249945,0.0,47.7161,47.655033,109.58575,51256210.0,1.858
1355,Denmark,DNK,2009,17.69,6.67,0.0,0.02,0.0,1.96,6.72,3.32,0.0,3.3202577,0.0,0.010472222,18.768421,0.052782223,0.0,45.827923,46.883347,98.55898,48851236.0,1.324
1356,Denmark,DNK,2010,17.01,7.91,0.0,0.02,0.01,1.52,7.81,4.59,0.0,4.5939307,0.0,0.017111111,21.675667,0.0572925,0.0,51.839787,44.573666,99.516716,49203676.0,-0.195
1357,Denmark,DNK,2011,13.98,5.84,0.0,0.02,0.01,1.23,9.77,4.37,0.0,4.375025,0.0,0.04174,26.963596,0.046536945,0.0,43.473644,37.6605,96.32279,44248110.0,0.684
1358,Denmark,DNK,2012,10.54,4.19,0.0,0.02,0.1,1.13,10.27,4.45,0.0,4.4460053,0.0,0.28478056,28.15951,0.047915276,0.0,40.602894,28.763184,89.37507,39870932.0,1.145
1359,Denmark,DNK,2013,14.29,3.42,0.0,0.01,0.52,1.07,11.12,4.31,0.0,4.313503,0.0,1.4105172,30.31557,0.03657361,0.0,38.297825,37.63481,89.025215,41772984.0,0.401
1360,Denmark,DNK,2014,11.06,2.1,0.0,0.02,0.6,1.04,13.08,4.29,0.0,4.3018527,0.0,1.6133131,35.430946,0.040915,0.0,32.894382,30.54403,89.443436,37577748.0,2.681
1361,Denmark,DNK,2015,7.11,1.82,0.0,0.02,0.6,1.07,14.13,4.18,0.0,4.200628,0.0,1.6272583,38.060024,0.048555832,0.0,33.092525,20.100758,90.43544,35227976.0,1.523
